カテゴリ名,サブカテゴリ名,アイテム名,所要日数作業単位_数量,所要日数作業単位_単位,基本所要日数名,基本所要日数,歩掛作業単位_数量,歩掛作業単位_単位,基本歩掛名,歩掛カテゴリ,項目名,歩掛数量,歩掛単位,説明
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,,10,m³,,機械,高所作業車運転,10/D,日,"表3.3,表5.1 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,,10,m³,,機械,高所作業車運転,10/D,日,"表3.3,表5.1 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,,10,m³,,,消耗材料費,1,式,"必要量計上,,,,,,,"
トンネル工,トンネル裏込注入工,エアモルタル、可塑性エアモルタルによる注入,,,,,10,m³,,,諸雑費,1,式,"表3.4.1,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,,10,m³,,労務,土木一般世話役,$1\times10/D$,人,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,,10,m³,,労務,特殊作業員,$3\times10/D$,人,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,,10,m³,,労務,普通作業員,$1\times10/D$,人,"表3.2,表3.3,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,,10,m³,,,注入材料,$30\times(1+K)\times10$,kg,"式3.2,表3.5.1, 表3.5.2,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,,10,m³,,機械,トラック運転,10/D,日,"表3.1,表3.3 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,,10,m³,,機械,高所作業車運転,10/D,日,"表3.3,表5.2 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,,10,m³,,,消耗材料費,1,式,"必要量計上,,,,,,,"
トンネル工,トンネル裏込注入工,発泡ウレタン (40倍)による注入,,,,,10,m³,,,諸雑費,1,式,"表3.4.2,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,,10,孔,,労務,土木一般世話役,$1\times10/D$,人,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,,10,孔,,労務,特殊作業員,$3\times10/D$,人,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,,10,孔,,労務,普通作業員,$2\times10/D$,人,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,,10,孔,,機械,高所作業車運転,10/D,日,"表4.3,表5.1 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,,10,孔,,,目詰材料費,1,式,"必要量計上,,,,,,,"
トンネル工,トンネル裏込注入工,注入工にエアモルタル、可塑性エアモルタル使用時の目詰,,,,,10,孔,,,諸雑費,1,式,",,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,,10,孔,,労務,土木一般世話役,M×10/D,人,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,,10,孔,,労務,特殊作業員,M×10/D,人,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,,10,孔,,労務,普通作業員,M×10/D,人,"表4.2,表4.3,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,,10,孔,,機械,トラック運転,10/D,日,"表4.1,表4.3 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,,10,孔,,機械,高所作業車運転,10/D,日,"表4.3,表5.2 機械賃料,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,,10,孔,,,目詰材料費,1,式,"必要量計上,,,,,,,"
トンネル工,トンネル裏込注入工,注入工に発泡ウレタン (40倍) 使用時の目詰,,,,,10,孔,,,諸雑費,1,式,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,,1,基,,労務,橋りょう世話役,$1/D_{n}\times1$,人,"表4.1,表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,,1,基,,労務,橋りょう特殊工,$1/D_{n}\times3$,人,"表4.1,表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,,1,基,,労務,普通作業員,$1/D_{n}\times1$,人,"表4.1,表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,,1,基,,,支承据付材料,必要数量計上,m³,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,,1,基,,機械,ラフテレーンクレーン,$1/D_{n}$,日,"表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,支承据付工,,,,,1,基,,,諸雑費,1,式,"表4.1,表4.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,地組工 (鈑桁・ラーメン (鈑桁形式)・少数1桁(鈑桁形式)),,,,,1,t,,労務,橋りょう世話役,$1/D_{g}\times1$,人,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,地組工 (鈑桁・ラーメン (鈑桁形式)・少数1桁(鈑桁形式)),,,,,1,t,,労務,橋りょう特殊工,$1/D_{g}\times5$,人,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,地組工 (鈑桁・ラーメン (鈑桁形式)・少数1桁(鈑桁形式)),,,,,1,t,,,諸雑費,1,式,",,,,,,,"
1橋橋梁,鋼橋架設工 鋼橋架設工,地組工 (箱桁・ラーメン (箱桁形式)・細幅箱桁(箱桁形式)),,,,,1,t,,労務,橋りょう世話役,$1/D_{g}\times1$,人,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,地組工 (箱桁・ラーメン (箱桁形式)・細幅箱桁(箱桁形式)),,,,,1,t,,労務,橋りょう特殊工,$1/D_{g}\times6$,人,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,地組工 (箱桁・ラーメン (箱桁形式)・細幅箱桁(箱桁形式)),,,,,1,t,,,諸雑費,1,式,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・ラーメン (鈑桁形式)・少数1桁(鈑桁形式))",,,,,10,t,,労務,橋りょう世話役,$10/D_{w}\times1$,人,"表6.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・ラーメン (鈑桁形式)・少数1桁(鈑桁形式))",,,,,10,t,,労務,橋りょう特殊工,$10/D_{w}\times5$,人,"表6.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・ラーメン (鈑桁形式)・少数1桁(鈑桁形式))",,,,,10,t,,,諸雑費,1,式,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (箱桁・ラーメン (箱桁形式)・細幅箱桁(箱桁形式))",,,,,10,t,,労務,橋りょう世話役,$10/D_{w}\times1$,人,"表6.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (箱桁・ラーメン (箱桁形式)・細幅箱桁(箱桁形式))",,,,,10,t,,労務,橋りょう特殊工,$10/D_{w}\times6$,人,"表6.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (箱桁・ラーメン (箱桁形式)・細幅箱桁(箱桁形式))",,,,,10,t,,,諸雑費,1,式,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・箱桁・ラーメン)",,,,,10,t,,労務,橋りょう世話役,$10/D_{w}\times1$,人,"表6.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・箱桁・ラーメン)",,,,,10,t,,労務,橋りょう特殊工,$10/D_{w}\times7$,人,"表6.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・箱桁・ラーメン)",,,,,10,t,,労務,普通作業員,$10/D_{w}\times1$,人,"表6.2,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (鈑桁・箱桁・ラーメン)",,,,,10,t,,,諸雑費,1,式,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (トラス)",,,,,10,t,,労務,橋りょう世話役,$10/D_{w}\times1$,人,"表6.3,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (トラス)",,,,,10,t,,労務,橋りょう特殊工,$10/D_{w}\times7$,人,"表6.3,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (トラス)",,,,,10,t,,労務,普通作業員,$10/D_{w}\times1$,人,"表6.3,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,"架設工,橋体質量 (トラス)",,,,,10,t,,,諸雑費,1,式,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,本締め工,,,,,100,本,,労務,橋りょう世話役,$100/D_{q}\times1$,人,"表7.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,本締め工,,,,,100,本,,労務,橋りょう特殊工,$100/D_{q}\times5$,人,"表7.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,本締め工,,,,,100,本,,,本締めボルト,100,本,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,本締め工,,,,,100,本,,,諸雑費,1,式,"表7.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,落橋防止装置取付工,,,,,1,組,,労務,橋りょう世話役,$1/D_{k}\times1$,人,"表8.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,落橋防止装置取付工,,,,,1,組,,労務,橋りょう特殊工,$1/D_{k}\times3$,人,"表8.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,落橋防止装置取付工,,,,,1,組,,,落橋防止装置,1,組,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,落橋防止装置取付工,,,,,1,組,,機械,ラフテレーンクレーン,1/D,日,"表8.1 機械賃料,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,落橋防止装置取付工,,,,,1,組,,,諸雑費,1,式,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント設備 (設置・撤去+損料),,,,,1,工事,,労務,橋りょう世話役,T/D₁×1,人,"表11.3,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント設備 (設置・撤去+損料),,,,,1,工事,,労務,橋りょう特殊工,T/D₁×5,人,"表11.3,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント設備 (設置・撤去+損料),,,,,1,工事,,,ベント設備,,供用日,"表13.1 機械損料,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント設備 (設置・撤去+損料),,,,,1,工事,,,ベント用足場,,供用日,"表11.3 付表 機械損料,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント設備 (設置・撤去+損料),,,,,1,工事,,機械,ラフテレーンクレーン,T/D,日,"表11.3 機械賃料,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント設備 (設置・撤去+損料),,,,,1,工事,,,諸雑費,1,式,"表11.3,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント基礎 (設置・撤去+損耗費),,,,,1,工事,,労務,橋りょう世話役,A/D×1,人,"表11.4,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント基礎 (設置・撤去+損耗費),,,,,1,工事,,労務,橋りょう特殊工,A/D×4,人,"表11.4,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント基礎 (設置・撤去+損耗費),,,,,1,工事,,,ベント基礎,,供用日,"表11.4 付表 機械損料,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント基礎 (設置・撤去+損耗費),,,,,1,工事,,機械,ラフテレーンクレーン,A/D,日,"表11.4 機械賃料,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,ベント基礎 (設置・撤去+損耗費),,,,,1,工事,,,諸雑費,1,式,",,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,合成床版架設工,,,,,100,m²,,労務,橋りょう世話役,2.7,人,"表12.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,合成床版架設工,,,,,100,m²,,労務,橋りょう特殊工,7.0,人,"表12.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,合成床版架設工,,,,,100,m²,,労務,普通作業員,2.6,人,"表12.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,合成床版架設工,,,,,100,m²,,,シール材料,設計量×(1+ロス率),m,"表12.1,,,,,,,"
橋梁,鋼橋架設工 鋼橋架設工,合成床版架設工,,,,,100,m²,,,諸雑費,1,式,"表12.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,現場溶接工,,,,,100,m,,労務,橋りょう世話役,$100/D\times1$,人,"表3.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,現場溶接工,,,,,100,m,,労務,橋りょう特殊工,$100/D\times7$,人,"表3.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,現場溶接工,,,,,100,m,,,機械器具,$100/D\times1.7$,供用日,"表4.1 機械損料,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,現場溶接工,,,,,100,m,,,消耗材料,100,m,",,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,現場溶接工,,,,,100,m,,,諸雑費,1,式,"表6.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,消耗材料費,,,,,100,m,,,溶接ワイヤー,,kg,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,消耗材料費,,,,,100,m,,,フラックス,,kg,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,消耗材料費,,,,,100,m,,,充填材,,kg,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,消耗材料費,,,,,100,m,,,裏当材,,枚,"表5.1,,,,,,,"
橋梁,鋼橋架設工 鋼床版現場溶接工,消耗材料費,,,,,100,m,,,諸雑費,1,式,",,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t未満),,,,,10,t,,労務,橋りょう世話役,$10/A\times1$,人,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t未満),,,,,10,t,,労務,橋りょう特殊工,$10/A\times5$,人,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t未満),,,,,10,t,,労務,普通作業員,$10/A\times3$,人,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t未満),,,,,10,t,,機械,トラッククレーン,10/A,台・日,"表3.1 機械賃料,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t未満),,,,,10,t,,,諸雑費,1,式,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t以上35t未満),,,,,10,t,,労務,橋りょう世話役,$10/A\times1$,人,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t以上35t未満),,,,,10,t,,労務,橋りょう特殊工,$10/A\times7$,人,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t以上35t未満),,,,,10,t,,労務,普通作業員,$10/A\times3$,人,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t以上35t未満),,,,,10,t,,機械,トラッククレーン,10/A,台・日,"表3.1 機械賃料,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (20t以上35t未満),,,,,10,t,,,諸雑費,1,式,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (35t以上60t以下),,,,,10,t,,労務,橋りょう世話役,$10/A\times1$,人,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (35t以上60t以下),,,,,10,t,,労務,橋りょう特殊工,$10/A\times7$,人,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (35t以上60t以下),,,,,10,t,,労務,普通作業員,$10/A\times3$,人,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (35t以上60t以下),,,,,10,t,,機械,トラッククレーン,$10/A\times2$,台・日,"表3.1 機械賃料,,,,,,,"
橋梁,プレビーム桁架設工,架設工(トラッククレーンによる架設) 架設部材質量 (35t以上60t以下),,,,,10,t,,,諸雑費,1,式,"表3.1,,,,,,,"
橋梁,プレビーム桁架設工,架設工 (架設桁による架設) 架設部材質量,,,,,10,t,,,名称 規格,摘要,数量,",,,,,,"
橋梁,プレビーム桁架設工,架設工 (架設桁による架設) 架設部材質量,,,,,10,t,,労務,橋りょう世話役,表3.2,10/B×1,",,,,,,,"
橋梁,プレビーム桁架設工,架設工 (架設桁による架設) 架設部材質量,,,,,10,t,,労務,橋りょう特殊工,表3.2,$10/B\times5$,",,,,,,,"
橋梁,プレビーム桁架設工,架設工 (架設桁による架設) 架設部材質量,,,,,10,t,,労務,普通作業員,表3.2,$10/B\times3$,",,,,,,"
橋梁,プレビーム桁架設工,架設工 (架設桁による架設) 架設部材質量,,,,,10,t,,機械,各種トラッククレーン,表3.2 機械賃料,$10/B\times2$,",,,,,,"
橋梁,プレビーム桁架設工,架設工 (架設桁による架設) 架設部材質量,,,,,10,t,,,諸雑費,,1,",,,,,,,"
橋梁,プレビーム桁架設工,地組工,,,,,10,t,,,名称 規格,摘要,数量,",,,,,,"
橋梁,プレビーム桁架設工,地組工,,,,,10,t,,労務,橋りょう世話役,表3.4,10/Dg×1,",,,,,,,"
橋梁,プレビーム桁架設工,地組工,,,,,10,t,,労務,橋りょう特殊工,表3.4,10/Dg×5,",,,,,,,"
橋梁,プレビーム桁架設工,地組工,,,,,10,t,,労務,普通作業員,表3.4,10/Dg×1,",,,,,,,"
橋梁,プレビーム桁架設工,地組工,,,,,10,t,,機械,各種トラッククレーン,表3.4 機械賃料,10/Dg,",,,,,,"
橋梁,プレビーム桁架設工,地組工,,,,,10,t,,,諸雑費,表3.4,1,",,,,,,,"
橋梁,プレビーム桁架設工,本締め工,,,,,100,本,,,名称 規格,摘要,数量,",,,,,,"
橋梁,プレビーム桁架設工,本締め工,,,,,100,本,,労務,橋りょう世話役,表3.5,100/Dq×1,",,,,,,,"
橋梁,プレビーム桁架設工,本締め工,,,,,100,本,,労務,橋りょう特殊工,表3.5,100/Dq×5,",,,,,,,"
橋梁,プレビーム桁架設工,本締め工,,,,,100,本,,労務,普通作業員,表3.5,100/Dq×1,",,,,,,,"
橋梁,プレビーム桁架設工,本締め工,,,,,100,本,,,本締めボルト,,100,",,,,,,,"
橋梁,プレビーム桁架設工,本締め工,,,,,100,本,,,諸雑費,表3.5,1,",,,,,,,"
橋梁,プレビーム桁架設工,横桁取付工10箇所当,,,,,,,,,名称 規格,摘要,数量,",,,,,,"
橋梁,プレビーム桁架設工,横桁取付工10箇所当,,,,,,,,労務,橋りょう世話役,表3.6,$10/E\times1$,",,,,,,,"
橋梁,プレビーム桁架設工,横桁取付工10箇所当,,,,,,,,労務,橋りょう特殊工,表3.6,$10/E\times4$,",,,,,,,"
橋梁,プレビーム桁架設工,横桁取付工10箇所当,,,,,,,,労務,普通作業員,表3.6,$10/E\times1$,",,,,,,,"
橋梁,プレビーム桁架設工,横桁取付工10箇所当,,,,,,,,,取付用ボルト,,124,",,,,,,,"
橋梁,プレビーム桁架設工,横桁取付工10箇所当,,,,,,,,,諸雑費,表3.6,1,",,,,,,,"
橋梁,プレビーム桁架設工,局部プレストレス工,,,,,1,径間,,,名称 規格,摘要,数量,",,,,,,"
橋梁,プレビーム桁架設工,局部プレストレス工,,,,,1,径間,,労務,橋りょう世話役,表3.7,1,",,,,,,,"
橋梁,プレビーム桁架設工,局部プレストレス工,,,,,1,径間,,労務,橋りょう特殊工,表3.7,4,",,,,,,,"
橋梁,プレビーム桁架設工,局部プレストレス工,,,,,1,径間,,労務,普通作業員,表3.7,1,",,,,,,,"
橋梁,プレビーム桁架設工,局部プレストレス工,,,,,1,径間,,,諸雑費,表3.7,1,",,,,,,,"
橋梁,グレーチング床版架設工及び足場工,床版架設,,,,,100,m²,,労務,橋りょう世話役,y×1,人,"表3.1,表4.1,,,,,,,"
橋梁,グレーチング床版架設工及び足場工,床版架設,,,,,100,m²,,労務,橋りょう特殊工,y×2,人,"表3.1,表4.1,,,,,,,"
橋梁,グレーチング床版架設工及び足場工,床版架設,,,,,100,m²,,労務,溶接工,y×1,人,"表3.1,表4.1,,,,,,,"
橋梁,グレーチング床版架設工及び足場工,床版架設,,,,,100,m²,,労務,普通作業員,y×3,人,"表3.1,表4.1,,,,,,,"
橋梁,グレーチング床版架設工及び足場工,床版架設,,,,,100,m²,,機械,トラッククレーン 又は ラフテレーンクレーン,y,日,"表2.1,表4.1 機械賃料,,,,,,,"
橋梁,グレーチング床版架設工及び足場工,床版架設,,,,,100,m²,,,諸雑費,1,式,"表4.3,,,,,,,"
,橋梁ポストテンション桁製作工,機械器具損料,,,,,1,工事,,,緊張ジャッキ・ポンプ,,組・日,"機械損料,,,,,,,"
,橋梁ポストテンション桁製作工,機械器具損料,,,,,1,工事,,機械,門型クレーン,,日,"表5.1 機械損料,,,,,,,"
,橋梁ポストテンション桁製作工,機械器具損料,,,,,1,工事,,,主桁製作用鋼製型枠,,日,"表5.1 機械損料,,,,,,,"
,橋梁ポストテンション桁製作工,機械器具損料,,,,,1,工事,,,雑機械費,1,式,"表5.2,,,,,,,"
橋梁,プレキャストセグメント主桁組立工,桁,,,,,1,本,,労務,橋りょう世話役,1×1/D,人,"表4.1,,,,,,,"
橋梁,プレキャストセグメント主桁組立工,桁,,,,,1,本,,労務,橋りょう特殊工,$5\times1/D$,人,"表4.1,,,,,,,"
橋梁,プレキャストセグメント主桁組立工,桁,,,,,1,本,,労務,普通作業員,$3\times1/D$,人,"表4.1,,,,,,,"
橋梁,プレキャストセグメント主桁組立工,桁,,,,,1,本,,,PCケーブル,式5.1(使用量)×単位質量,kg,",,,,,,,"
橋梁,プレキャストセグメント主桁組立工,桁,,,,,1,本,,,諸雑費,1,式,"表4.2,,,,,,,"
橋梁,PC橋架設工,金属支承据付工,,,,,1,個,,労務,橋りょう世話役,,人,表6.1
橋梁,PC橋架設工,金属支承据付工,,,,,1,個,,労務,橋りょう特殊工,,人,表6.1
橋梁,PC橋架設工,金属支承据付工,,,,,1,個,,労務,型わく工,,人,表6.1
橋梁,PC橋架設工,金属支承据付工,,,,,1,個,,労務,普通作業員,,人,表6.1
橋梁,PC橋架設工,金属支承据付工,,,,,1,個,,,支承据付材料,1,式,必要数量計上
橋梁,PC橋架設工,金属支承据付工,,,,,1,個,,機械,ラフテレーンクレーン,,日,表6.1 機械賃料
橋梁,PC橋架設工,金属支承据付工,,,,,1,個,,,諸雑費,1,式,
橋梁,PC橋架設工,柱頭部仮支承工コンクリート,,,,,10,m³,,労務,土木一般世話役,,人,表6.3
橋梁,PC橋架設工,柱頭部仮支承工コンクリート,,,,,10,m³,,労務,特殊作業員,,人,表6.3
橋梁,PC橋架設工,柱頭部仮支承工コンクリート,,,,,10,m³,,労務,鉄筋工,,人,表6.3
橋梁,PC橋架設工,柱頭部仮支承工コンクリート,,,,,10,m³,,労務,型わく工,,人,表6.3
橋梁,PC橋架設工,柱頭部仮支承工コンクリート,,,,,10,m³,,労務,普通作業員,,人,表6.3
橋梁,PC橋架設工,柱頭部仮支承工コンクリート,,,,,10,m³,,資材,生コンクリート,,m³,"式6.1,表6.4"
橋梁,PC橋架設工,柱頭部仮支承工コンクリート,,,,,10,m³,,資材,コンクリート殻処理費,1,式,必要に応じて計上
橋梁,PC橋架設工,柱頭部仮支承工コンクリート,,,,,10,m³,,機械,ラフテレーンクレーン,,日,表6.3 機械賃料
橋梁,PC橋架設工,柱頭部仮支承工コンクリート,,,,,10,m³,,,諸雑費,1,式,表6.3
橋梁,PC橋架設工,PC鋼棒解放工,,,,,10,箇所,,労務,橋りょう世話役,,人,表6.5
橋梁,PC橋架設工,PC鋼棒解放工,,,,,10,箇所,,労務,橋りょう特殊工,,人,表6.5
橋梁,PC橋架設工,PC鋼棒解放工,,,,,10,箇所,,労務,普通作業員,,人,表6.5
橋梁,PC橋架設工,PC鋼棒解放工,,,,,10,箇所,,,諸雑費,1,式,
橋梁,PC橋架設工,ゴム支承据付工,,,,,1,個,,労務,橋りょう世話役,,人,表6.6
橋梁,PC橋架設工,ゴム支承据付工,,,,,1,個,,労務,橋りょう特殊工,,人,表6.6
橋梁,PC橋架設工,ゴム支承据付工,,,,,1,個,,労務,型わく工,,人,表6.6
橋梁,PC橋架設工,ゴム支承据付工,,,,,1,個,,労務,普通作業員,,人,表6.6
橋梁,PC橋架設工,ゴム支承据付工,,,,,1,個,,,支承据付材料,1,式,必要数量計上
橋梁,PC橋架設工,ゴム支承据付工,,,,,1,個,,機械,ラフテレーンクレーン,,日,表6.6 機械賃料
橋梁,PC橋架設工,ゴム支承据付工,,,,,1,個,,,諸雑費,1,式,
橋梁,PC橋架設工,作業車据付・解体工,,,,,1,台1回,,労務,橋りょう世話役,,人,表7.1
橋梁,PC橋架設工,作業車据付・解体工,,,,,1,台1回,,労務,橋りょう特殊工,,人,表7.1
橋梁,PC橋架設工,作業車据付・解体工,,,,,1,台1回,,労務,普通作業員,,人,表7.1
橋梁,PC橋架設工,作業車据付・解体工,,,,,1,台1回,,機械,ラフテレーンクレーン,,日,表7.1 機械賃料
橋梁,PC橋架設工,作業車据付・解体工,,,,,1,台1回,,,諸雑費,1,式,表7.1
橋梁,PC橋架設工,作業車移動・据付、作業車クライミング,,,,,1,台1回,,労務,橋りょう世話役,,人,表7.2又は表7.3
橋梁,PC橋架設工,作業車移動・据付、作業車クライミング,,,,,1,台1回,,労務,橋りょう特殊工,,人,表7.2又は表7.3
橋梁,PC橋架設工,作業車移動・据付、作業車クライミング,,,,,1,台1回,,労務,普通作業員,,人,表7.2又は表7.3
橋梁,PC橋架設工,作業車移動・据付、作業車クライミング,,,,,1,台1回,,,諸雑費,1,式,表7.2
橋梁,PC橋架設工,作業車引戻工,,,,,10,m,,労務,橋りょう世話役,,人,表7.4
橋梁,PC橋架設工,作業車引戻工,,,,,10,m,,労務,橋りょう特殊工,,人,表7.4
橋梁,PC橋架設工,作業車引戻工,,,,,10,m,,労務,普通作業員,,人,表7.4
橋梁,PC橋架設工,作業車引戻工,,,,,10,m,,,諸雑費,1,式,
橋梁,PC橋架設工,鉄筋加工・組立,,,,,1,t,,労務,土木一般世話役,,人,表9.1
橋梁,PC橋架設工,鉄筋加工・組立,,,,,1,t,,労務,鉄筋工,,人,表9.1
